name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
"pss61","Super Mario Kart / Super Mario Collection / Star Fox (Super Famicom Box)","1994",Nintendo,sfcbox,-,-,YES,NO,NO,NO,NO,sfcbox.cpp,PRELIMINARE,RASTER,"0",512,225,HORIZONTAL,nintendo/sfcbox.cpp
nss_smw,"Super Mario World (Nintendo Super System)","1991",Nintendo,nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",512,225,HORIZONTAL,nintendo/nss.cpp
sgmast,"Super Masters Golf (World?, Floppy Based, FD1094 317-0058-05d?)","1989",Sega,-,-,-,YES,NO,NO,NO,NO,"segas24.cpp",BUONO,RASTER,"0",496,384,HORIZONTAL,"sega/segas24.cpp"
smissw,"Super Miss World","1996",Comad,-,-,-,YES,NO,NO,NO,NO,"expro02.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"kaneko/expro02.cpp"
supmodel,"Super Model","1994","Comad & New Japan System",-,-,-,YES,NO,NO,NO,NO,"expro02.cpp",BUONO,RASTER,"90",256,224,VERTICAL,"kaneko/expro02.cpp"
"supmodl2","Super Model II","1997",Comad,-,-,-,YES,NO,NO,NO,NO,"expro02.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"kaneko/expro02.cpp"
mt_smgp,"Super Monaco GP (Mega-Tech)","1990",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
smgp,"Super Monaco GP (World, Rev B) (FD1094 317-0126a)","1989",Sega,-,-,-,YES,NO,NO,NO,NO,segaxbd.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,sega/segaxbd.cpp
smotor,"Super Motor (prototype)","19??",Duintronic,-,-,-,YES,NO,NO,NO,NO,smotor.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,misc/smotor.cpp
suprmous,"Super Mouse","1982","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,thepit.cpp,BUONO,RASTER,"90",256,224,VERTICAL,thepit/thepit.cpp
superpac,"Super Pac-Man","1982",Namco,-,-,-,YES,NO,NO,NO,NO,mappy.cpp,BUONO,RASTER,"90",288,224,VERTICAL,namco/mappy.cpp
spang,"Super Pang (World 900914)","1990",Mitchell,-,-,-,YES,NO,NO,NO,NO,mitchell.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,capcom/mitchell.cpp
spbactn,"Super Pinball Action (US)","1991",Tecmo,-,-,-,YES,NO,NO,NO,NO,spbactn.cpp,INCOMPLETO,RASTER,"90",512,224,VERTICAL,tecmo/spbactn.cpp
spitboss,"Super Pit Boss (9221-02A)","1988",Merit,-,-,-,YES,NO,NO,NO,NO,meritm.cpp,INCOMPLETO,RASTER,"0",543,465,HORIZONTAL,merit/meritm.cpp
spnchout,"Super Punch-Out!! (Rev B)","1984",Nintendo,-,-,-,YES,NO,NO,NO,NO,punchout.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nintendo/punchout.cpp
spuzbobl,"Super Puzzle Bobble (V2.05O 1999/2/24 18:00)","1999",Taito,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/taitogn.cpp
"spf2t","Super Puzzle Fighter II Turbo (Europe 960529)","1996",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
sqix,"Super Qix (World/Japan, V1.2)","1987","Kaneko / Taito",-,-,-,YES,NO,NO,NO,NO,superqix.cpp,BUONO,RASTER,"90",256,224,VERTICAL,taito/superqix.cpp
sranger,"Super Ranger (v2.0)","1988",SunA,-,-,-,YES,NO,NO,NO,NO,"suna8.cpp",INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,"suna/suna8.cpp"
mt_srbb,"Super Real Basketball (Mega-Tech)","1989",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
suprridr,"Super Rider","1983","Taito Corporation (Venture Line license)",-,-,-,YES,NO,NO,NO,NO,suprridr.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,venture/suprridr.cpp
srdchamp,"Super Road Champions","1978","Model Racing",-,-,-,YES,NO,NO,NO,NO,taitottl.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,taito/taitottl.cpp
sshot,"Super Shot (set 1)","1979","Model Racing",-,-,-,YES,NO,NO,NO,NO,sshot.cpp,PRELIMINARE,RASTER,"0",248,256,HORIZONTAL,modelracing/sshot.cpp
ssideki,"Super Sidekicks / Tokuten Ou","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"ssideki2","Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football (NGM-061 ~ NGH-061)","1994",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"ssideki3","Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - Eikou e no Chousen","1995",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
sslam,"Super Slam (set 1)","1993",Playmark,-,-,-,YES,NO,NO,NO,NO,sslam.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,playmark/sslam.cpp
nss_ssoc,"Super Soccer (Nintendo Super System)","1992","Human Inc.",nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",512,225,HORIZONTAL,nintendo/nss.cpp
ssi,"Super Space Invaders '91 (World, revised code, Rev 1)","1990","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"270",320,224,VERTICAL,"taito/taito_f2.cpp"
macross,"Super Spacefortress Macross / Chou-Jikuu Yousai Macross","1992",Banpresto,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"nmk/nmk16.cpp"
"macross2","Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II","1993",Banpresto,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"nmk/nmk16.cpp"
sspeedr,"Super Speed Race","1979","Taito (Midway license)",-,-,-,YES,NO,NO,NO,NO,sspeedr.cpp,BUONO,RASTER,"270",376,248,VERTICAL,midway/sspeedr.cpp
ssrj,"Super Speed Race Junior (Japan)","1985","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,ssrj.cpp,PRELIMINARE,RASTER,"90",272,240,VERTICAL,taito/ssrj.cpp
ssprint,"Super Sprint (rev 4)","1986","Atari Games",-,-,-,YES,NO,NO,NO,NO,"atarisy2.cpp",BUONO,RASTER,"0",512,384,HORIZONTAL,"atari/atarisy2.cpp"
sstingry,"Super Stingray (Japan)","1986","Alpha Denshi Co.",-,-,-,YES,NO,NO,NO,NO,"alpha68k_n.cpp",INCOMPLETO,RASTER,"90",256,224,VERTICAL,"alpha/alpha68k_n.cpp"
"ssf2mdb","Super Street Fighter II - The New Challengers (scrambled bootleg of Mega Drive version)","1994","bootleg / Capcom",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
"ssf2t","Super Street Fighter II Turbo (World 940223)","1994",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
"ssf2","Super Street Fighter II: The New Challengers (World 931005)","1993",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
supertnk,"Super Tank","1981","Video Games GmbH",-,-,-,YES,NO,NO,NO,NO,supertnk.cpp,BUONO,RASTER,"90",256,256,VERTICAL,misc/supertnk.cpp
stankatk,"Super Tank Attack (prototype rev. 1.12)","1992","Microprose Games Inc.",-,-,-,YES,NO,NO,NO,NO,"micro3d.cpp",INCOMPLETO,RASTER,"0",576,400,HORIZONTAL,"misc/micro3d.cpp"
superten,"Super Ten V8.3","1988","U.S. Games, Inc.",-,-,-,YES,NO,NO,NO,NO,usgames.cpp,BUONO,RASTER,"0",400,248,HORIZONTAL,misc/usgames.cpp
nss_sten,"Super Tennis (Nintendo Super System)","1991",Nintendo,nss,-,-,YES,NO,NO,NO,NO,nss.cpp,PRELIMINARE,RASTER,"0",512,225,HORIZONTAL,nintendo/nss.cpp
mt_stbld,"Super Thunder Blade (Mega-Tech)","1988",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
stoffy,"Super Toffy","1994",Midas,-,-,-,YES,NO,NO,NO,NO,ddragon.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,technos/ddragon.cpp
suprtrio,"Super Trio","1994",Gameace,-,-,-,YES,NO,NO,NO,NO,tumbleb.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,dataeast/tumbleb.cpp
svf,"Super Visual Football: European Sega Cup (Rev A)","1994",Sega,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"sega/segas32.cpp"
svolley,"Super Volleyball (Japan)","1989","V-System Co.",-,-,-,YES,NO,NO,NO,NO,rpunch.cpp,BUONO,RASTER,"0",288,216,HORIZONTAL,vsystem/rpunch.cpp
superwng,"Super Wing","1985",Wing,-,-,-,YES,NO,NO,NO,NO,superwng.cpp,PRELIMINARE,RASTER,"90",256,224,VERTICAL,wing/superwng.cpp
swcourt,"Super World Court (World)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcona1.cpp",BUONO,RASTER,"0",304,224,HORIZONTAL,"namco/namcona1.cpp"
"sws92","Super World Stadium '92 (Japan)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos2.cpp"
"sws93","Super World Stadium '93 (Japan)","1993",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos2.cpp"
"sws95","Super World Stadium '95 (Japan)","1995",Namco,-,-,-,YES,NO,NO,NO,NO,"namconb1.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namconb1.cpp"
"sws96","Super World Stadium '96 (Japan)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namconb1.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namconb1.cpp"
"sws97","Super World Stadium '97 (Japan)","1997",Namco,-,-,-,YES,NO,NO,NO,NO,"namconb1.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namconb1.cpp"
"sws98","Super World Stadium '98 (Japan, SS81/VER.A)","1998",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
"sws99","Super World Stadium '99 (Japan, SS91/VER.A3)","1999",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
sws,"Super World Stadium (Japan)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos2.cpp"
"sws2000","Super World Stadium 2000 (Japan, SS01/VER.A)","2000",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
"sws2001","Super World Stadium 2001 (Japan, SS11/VER.A)","2001",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
sxevious,"Super Xevious","1984",Namco,-,-,-,YES,NO,NO,NO,NO,galaga.cpp,BUONO,RASTER,"90",288,224,VERTICAL,namco/galaga.cpp
szaxxon,"Super Zaxxon (315-5013)","1982",Sega,-,-,zaxxon,YES,NO,NO,NO,NO,zaxxon.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,sega/zaxxon.cpp
superx,"Super-X (NTC)","1994","Dooyong (NTC license)",-,-,-,YES,NO,NO,NO,NO,dooyong.cpp,BUONO,RASTER,"270",384,240,VERTICAL,dooyong/dooyong.cpp
superbik,Superbike,"1983","Century Electronics",-,-,-,YES,NO,NO,NO,NO,cvs.cpp,INCOMPLETO,RASTER,"90",240,248,VERTICAL,misc/cvs.cpp
ssoldier,"Superior Soldiers (US)","1993","Irem America",-,-,-,YES,NO,NO,NO,NO,"m92.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"irem/m92.cpp"
superman,"Superman (World)","1988","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,taito_x.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,taito/taito_x.cpp
surfplnt,"Surf Planet (version 4.1)","1997","Gaelco (Atari license)",-,-,-,YES,NO,NO,NO,NO,"gaelco3d.cpp",INCOMPLETO,RASTER,"0",576,432,HORIZONTAL,"gaelco/gaelco3d.cpp"
suratk,"Surprise Attack (World ver. K)","1990",Konami,-,-,-,YES,NO,NO,NO,NO,surpratk.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,konami/surpratk.cpp
survival,Survival,"1982",Rock-Ola,-,-,-,YES,NO,NO,NO,NO,phoenix.cpp,BUONO,RASTER,"90",256,208,VERTICAL,phoenix/phoenix.cpp
survarts,"Survival Arts (World)","1993",Sammy,-,-,-,YES,NO,NO,NO,NO,ssv.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,seta/ssv.cpp
sushibar,"Sushi Bar / Toretore! Sushi","2003",Sammy,awbios,-,-,YES,NO,NO,NO,NO,dc_atomiswave.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/dc_atomiswave.cpp
gogomile,"Susume! Mile Smile / Go Go! Mile Smile (newer)","1995",Fuuki,-,-,-,YES,NO,NO,NO,NO,"fuukifg2.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"fuuki/fuukifg2.cpp"
"suzuka8h","Suzuka 8 Hours (World, Rev C)","1992",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos2.cpp"
"suzuk8h2","Suzuka 8 Hours 2 (World, Rev B)","1993",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos2.cpp"
swat,"SWAT (315-5048)","1984","Coreland / Sega",-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"270",512,224,VERTICAL,"sega/system1.cpp"
swatpolc,"SWAT Police","2001",ESD,-,-,-,YES,NO,NO,NO,NO,"esd16.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"misc/esd16.cpp"
swimmer,"Swimmer (set 1)","1982",Tehkan,-,-,-,YES,NO,NO,NO,NO,cclimber.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nichibutsu/cclimber.cpp
ssingles,"Swinging Singles (US)","1983","Yachiyo Denki (Entertainment Enterprises, Ltd. license)",-,-,-,YES,NO,NO,NO,NO,ssingles.cpp,PRELIMINARE,RASTER,"90",256,256,VERTICAL,yachiyo/ssingles.cpp
ssozumo,"Syusse Oozumou (Japan)","1984","Technos Japan",-,-,-,YES,NO,NO,NO,NO,ssozumo.cpp,BUONO,RASTER,"270",256,240,VERTICAL,technos/ssozumo.cpp
syvalion,"Syvalion (Japan)","1988","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,taito_h.cpp,BUONO,RASTER,"0",512,400,HORIZONTAL,taito/taito_h.cpp
tmek,"T-MEK (v5.1, The Warlords)","1994","Atari Games",-,-,-,YES,NO,NO,NO,NO,atarigt.cpp,PRELIMINARE,RASTER,"0",336,240,HORIZONTAL,atari/atarigt.cpp
"tnk3","T.N.K III (US)","1985",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"270",288,216,VERTICAL,snk/snk.cpp
ttchamp,"Table Tennis Champions","1995",Gamart,-,-,-,YES,NO,NO,NO,NO,ttchamp.cpp,BUONO,RASTER,"0",320,200,HORIZONTAL,misc/ttchamp.cpp
tacscan,Tac/Scan,"1982",Sega,-,-,-,YES,NO,NO,NO,NO,"segag80v.cpp",BUONO,VECTOR,"270",0,0,VERTICAL,"sega/segag80v.cpp"
tactcian,"Tactician (set 1)","1982","Konami (Sega license)",-,-,-,YES,NO,NO,NO,NO,rallyx.cpp,BUONO,RASTER,"90",288,224,VERTICAL,namco/rallyx.cpp
"tail2nos","Tail to Nose - Great Championship / Super Formula","1989","V-System Co.",-,-,-,YES,NO,NO,NO,NO,"tail2nos.cpp",BUONO,RASTER,"90",320,240,VERTICAL,"vsystem/tail2nos.cpp"
tailg,Tailgunner,"1979",Cinematronics,-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"180",0,0,HORIZONTAL,cinematronics/cinemat.cpp
sasissu,"Taisen Tanto-R Sashissu!! (J 980216 V1.000)","1998",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
tokkae,"Taisen Tokkae-dama (ver JAA)","1996",Konami,konamigx,-,-,YES,NO,NO,NO,NO,konamigx.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,konami/konamigx.cpp
cupfinal,"Taito Cup Finals (Ver 1.0O 1993/02/28)","1993","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f3.cpp"
pwrgoal,"Taito Power Goal (Ver 2.5O 1994/11/03)","1994","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f3.cpp"
talbot,Talbot,"1982","Alpha Denshi Co. (Volt Electronics license)",-,-,-,YES,NO,NO,NO,NO,champbas.cpp,BUONO,RASTER,"270",256,224,VERTICAL,alpha/champbas.cpp
tangtang,"Tang Tang (ver. 0526, 26/05/2000)","2000",ESD,-,-,-,YES,NO,NO,NO,NO,"esd16.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"misc/esd16.cpp"
tangramq,"Tangram Q","1983",SNK,-,-,-,YES,NO,NO,NO,NO,cclimber.cpp,BUONO,RASTER,"270",256,224,VERTICAL,nichibutsu/cclimber.cpp
"tank8","Tank 8 (set 1)","1976","Atari (Kee Games)",-,-,-,YES,NO,NO,NO,NO,"tank8.cpp",BUONO,RASTER,"0",480,464,HORIZONTAL,"atari/tank8.cpp"
tankbatt,"Tank Battalion","1980",Namco,-,-,-,YES,NO,NO,NO,NO,tankbatt.cpp,INCOMPLETO,RASTER,"90",256,224,VERTICAL,namco/tankbatt.cpp
tankbatl,"Tank Battle (prototype rev. 4/21/92)","1992","Microprose Games Inc.",-,-,-,YES,NO,NO,NO,NO,"micro3d.cpp",INCOMPLETO,RASTER,"0",576,400,HORIZONTAL,"misc/micro3d.cpp"
tankbust,"Tank Busters","1985","Valadon Automation",-,-,-,YES,NO,NO,NO,NO,tankbust.cpp,BUONO,RASTER,"90",320,240,VERTICAL,valadon/tankbust.cpp
tankfrce,"Tank Force (US, 2 Players)","1991",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namcos1.cpp"
taotaido,"Tao Taido (2 button version)","1993","Video System Co.",-,-,-,YES,NO,NO,NO,NO,taotaido.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,vsystem/taotaido.cpp
tapper,"Tapper (Budweiser, 1/27/84)","1983","Bally Midway",-,-,-,YES,NO,NO,NO,NO,mcr.cpp,BUONO,RASTER,"0",512,480,HORIZONTAL,midway/mcr.cpp
targ,Targ,"1980",Exidy,-,-,targ,YES,NO,NO,NO,NO,exidy.cpp,INCOMPLETO,RASTER,"0",256,256,HORIZONTAL,exidy/exidy.cpp
"tgtbal96","Target Ball '96","1996","Yun Sung",-,-,-,YES,NO,NO,NO,NO,paradise.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,yunsung/paradise.cpp
targeth,"Target Hits (ver 1.1, checksum 5152)","1994",Gaelco,-,-,-,YES,NO,NO,NO,NO,targeth.cpp,BUONO,RASTER,"0",336,232,HORIZONTAL,gaelco/targeth.cpp
tharrier,"Task Force Harrier","1989",UPL,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"nmk/nmk16.cpp"
tvcapcom,"Tatsunoko Vs Capcom : Cross Generation of Heroes","2008",Capcom,-,-,-,YES,NO,NO,NO,NO,tvcapcom.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,capcom/tvcapcom.cpp
tattass,"Tattoo Assassins (US prototype, Mar 14 1995)","1994","Data East Pinball",-,-,-,YES,NO,NO,NO,NO,"deco32.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"dataeast/deco32.cpp"
taxidriv,"Taxi Driver","1984","Graphic Techno",-,-,-,YES,NO,NO,NO,NO,taxidriv.cpp,INCOMPLETO,RASTER,"90",256,208,VERTICAL,misc/taxidriv.cpp
tazmania,"Tazz-Mania (set 1)","1982","Stern Electronics",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian/galaxian.cpp
teamht,"Team Hat Trick (11/16/84)","1985",Bally/Sente,-,-,-,YES,NO,NO,NO,NO,balsente.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,midway/balsente.cpp
techromn,"Tech Romancer (Europe 980914)","1998",Capcom,"coh3002c",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
techbowl,"Technical Bowling (J 971212 V1.000)","1997",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
technodr,"Techno Drive (Japan, TH1/VER.B)","1998",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
pc_tbowl,"Tecmo Bowl (PlayChoice-10)","1989","Tecmo (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
tbowl,"Tecmo Bowl (World, set 1)","1987",Tecmo,-,-,-,YES,NO,NO,NO,NO,tbowl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo/tbowl.cpp
"twcup90","Tecmo World Cup '90 (World set 1)","1989",Tecmo,-,-,-,YES,NO,NO,NO,NO,"wc90.cpp",INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,"tecmo/wc90.cpp"
"twcup94","Tecmo World Cup '94 (set 1)","1994",Tecmo,-,-,-,YES,NO,NO,NO,NO,gstriker.cpp,PRELIMINARE,RASTER,"0",320,224,HORIZONTAL,vsystem/gstriker.cpp
"twcup98","Tecmo World Cup '98 (JUET 980410 V1.000)","1998",Tecmo,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,PRELIMINARE,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
mp_twcup,"Tecmo World Cup (Mega Play)","1993",Sega,megaplay,-,-,YES,NO,NO,NO,NO,megaplay.cpp,INCOMPLETO,RASTER,"0",1280,224,HORIZONTAL,sega/megaplay.cpp
twcupmil,"Tecmo World Cup Millennium (Japan)","2000",Tecmo,"coh1002m",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
"twsoc96","Tecmo World Soccer '96","1996",Tecmo,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
teddybb,"TeddyBoy Blues (315-5115, New Ver.)","1985",Sega,-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"sega/system1.cpp"
teedoff,"Tee'd Off (World)","1987",Tecmo,-,-,-,YES,NO,NO,NO,NO,tehkanwc.cpp,BUONO,RASTER,"90",256,224,VERTICAL,tecmo/tehkanwc.cpp
tmntmwb,"Teenage Mutant Ninja Turtles - Mutant Warriors (SNES bootleg)","1997",bootleg,-,-,-,YES,NO,NO,NO,NO,snesb.cpp,INCOMPLETO,RASTER,"0",512,225,HORIZONTAL,nintendo/snesb.cpp
"tmnt2","Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA)","1991",Konami,-,-,-,YES,NO,NO,NO,NO,"tmnt2.cpp",BUONO,RASTER,"0",304,224,HORIZONTAL,"konami/tmnt2.cpp"
pc_tmnt,"Teenage Mutant Ninja Turtles (PlayChoice-10)","1989","Konami (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
tmnt,"Teenage Mutant Ninja Turtles (World 4 Players, version X)","1989",Konami,-,-,-,YES,NO,NO,NO,NO,tmnt.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,konami/tmnt.cpp
"pc_tmnt2","Teenage Mutant Ninja Turtles II: The Arcade Game (PlayChoice-10)","1990","Konami (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
teetert,"Teeter Torture (prototype)","1982",Exidy,-,-,-,YES,NO,NO,NO,NO,exidy.cpp,BUONO,RASTER,"0",256,256,HORIZONTAL,exidy/exidy.cpp
tehkanwc,"Tehkan World Cup (set 1)","1985",Tehkan,-,-,-,YES,NO,NO,NO,NO,tehkanwc.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo/tehkanwc.cpp
tekipaki,"Teki Paki","1991",Toaplan,-,-,-,YES,NO,NO,NO,NO,tekipaki.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,toaplan/tekipaki.cpp
tekken,"Tekken (World, TE2/VER.C)","1994",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
"tekken2","Tekken 2 Ver.B (World, TES2/VER.D)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
"tekken3","Tekken 3 (World, TET2/VER.E1)","1997",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
"tekken4","Tekken 4 (TEF3 Ver. C)","2001",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcops2.cpp"
